,doc_length
32213,2516
32214,2001
32215,1770
32216,3335
32217,3625
32218,2687
32219,1639
32220,2505
32221,3369
32222,3193
32223,5022
32224,5085
32225,1565
32226,2684
32227,2000
32228,1092
32229,2777
32230,5286
32231,4405
32232,2005
32233,3931
32234,915
32235,4481
32236,175
32237,1260
32238,4091
32239,814
32240,2361
32241,541
32242,731
32243,2187
32244,1491
32245,4704
32246,2220
32247,3335
32248,1355
32249,1563
32250,2322
32251,3256
32252,1823
32253,3192
32254,936
32255,2799
32256,2687
32257,4392
32258,1065
32259,1375
32260,982
32261,4673
32262,4421
32263,2175
32264,1118
32265,1444
32266,984
32267,4183
32268,2563
32269,5283
32270,1896
32271,2758
32272,622
32273,2512
32274,3398
32275,3827
32276,3961
32277,4013
32278,2069
32279,2845
32280,4292
32281,4342
32282,1893
32283,3247
32284,587
32285,1772
32286,3723
32287,4791
32288,4066
32289,4065
32290,4629
32291,709
32292,6444
32293,2762
32294,865
32295,2837
32296,1073
32297,1654
32298,1673
32299,3028
32300,3555
32301,2972
32302,942
32303,835
32304,3256
32305,2140
32306,1118
32307,2482
32308,6143
32309,810
32310,1796
32311,1033
32312,2244
32313,2972
32314,2405
32315,1408
32316,3459
32317,4974
32318,3256
32319,3636
32320,974
32321,4345
32322,2799
32323,2076
32324,1639
32325,2446
32326,3550
32327,541
32328,1227
32329,1094
32330,2993
32331,692
32332,548
32333,2758
32334,1803
32335,5788
32336,2762
32337,2411
32338,785
32339,548
32340,2505
32341,201
32342,4642
32343,7255
32344,1289
32345,709
32346,1512
32347,2581
32348,175
32349,863
32350,1702
32351,4356
32352,3638
32353,6058
32354,3066
32355,1073
32356,3168
32357,3842
32358,5451
32359,2395
32360,3468
32361,1390
32362,2837
32363,313
32364,2753
32365,4065
32366,1654
32367,517
32368,1615
32369,2108
32370,2843
32371,2844
32372,3550
32373,3684
32374,4822
32375,2590
32376,1973
32377,4808
32378,592
32379,1459
32380,9628
32381,2723
32382,1682
32383,1222
32384,3444
32385,1289
32386,2000
32387,1508
32388,737
32389,775
32390,4962
32391,517
32392,2506
32393,4324
32394,2835
32395,2596
32396,3592
32397,1344
32398,4269
32399,638
32400,2611
32401,4128
32402,174
32403,4128
32404,5188
32405,863
32406,2349
32407,4008
32408,2937
32409,3311
32410,7219
32411,1087
32412,2368
32413,2411
32414,1101
32415,3322
32416,2684
32417,703
32418,1943
32419,2294
32420,3256
32421,3902
32422,560
32423,3702
32424,2340
32425,1395
32426,703
32427,3970
32428,3168
32429,1587
32430,5085
32431,3262
32432,119
32433,2193
32434,2528
32435,578
32436,2596
32437,785
32438,2484
32439,3429
32440,947
32441,5314
32442,2377
32443,4310
32444,1900
32445,785
32446,2583
32447,4971
32448,2405
32449,1794
32450,1361
32451,1289
32452,2446
32453,879
32454,975
32455,4720
32456,2482
32457,3644
32458,3902
32459,1075
32460,785
32461,237
32462,560
32463,2005
32464,1363
32465,728
32466,3262
32467,1458
32468,1392
32469,6428
32470,4065
32471,2684
32472,869
32473,1248
32474,1161
32475,1254
32476,2936
32477,1159
32478,3459
32479,3653
32480,4947
32481,918
32482,2537
32483,592
32484,1159
32485,1245
32486,1117
32487,1099
32488,2003
32489,2999
32490,4179
32491,3473
32492,3192
32493,2405
32494,1003
32495,1512
32496,384
32497,2254
32498,4742
32499,2050
32500,814
32501,1615
32502,1157
32503,1174
32504,2193
32505,785
32506,683
32507,461
32508,627
32509,2467
32510,1211
32511,3458
32512,2482
32513,683
32514,586
32515,2405
32516,2069
32517,2562
32518,1823
32519,3840
32520,1000
32521,1408
32522,5972
32523,3180
32524,3544
32525,1702
32526,627
32527,3164
32528,865
32529,1728
32530,4962
32531,3157
32532,4850
32533,3164
32534,1595
32535,7028
32536,2167
32537,3135
32538,4065
32539,760
32540,782
32541,2727
32542,2141
32543,3311
32544,1395
32545,5766
32546,1578
32547,3016
32548,2401
32549,2294
32550,2835
32551,4682
32552,1553
32553,2687
32554,6444
32555,175
32556,388
32557,2596
32558,1702
32559,1640
32560,995
32561,1973
32562,1585
32563,2344
32564,4356
32565,3827
32566,3632
32567,1689
32568,3939
32569,5766
32570,2418
32571,2722
32572,653
32573,4065
32574,786
32575,1720
32576,746
32577,3428
32578,3397
32579,6263
32580,1514
32581,1719
32582,1283
32583,2808
32584,1388
32585,3846
32586,3193
32587,1972
32588,3512
32589,1334
32590,1772
32591,3852
32592,2845
32593,1094
32594,942
32595,3157
32596,634
32597,4116
32598,2322
32599,2563
32600,592
32601,2116
32602,1148
32603,4292
32604,4791
32605,1073
32606,4848
32607,3842
32608,2037
32609,3311
32610,1796
32611,3475
32612,2655
32613,373
32614,2884
32615,2042
32616,1654
32617,1738
32618,3063
32619,2596
32620,2982
32621,782
32622,3592
32623,1444
32624,1693
32625,992
32626,4783
32627,4400
32628,2217
32629,843
32630,2761
32631,936
32632,473
32633,3754
32634,785
32635,5529
32636,793
32637,1458
32638,1672
32639,1753
32640,3116
32641,683
32642,3180
32643,3659
32644,1611
32645,1761
32646,6428
32647,3118
32648,509
32649,2349
32650,2867
32651,5194
32652,852
32653,3993
32654,4065
32655,1639
32656,3257
32657,432
32658,4659
32659,3869
32660,1910
32661,5085
32662,2945
32663,1514
32664,1960
32665,887
32666,2366
32667,3077
32668,1065
32669,1075
32670,622
32671,653
32672,4696
32673,1256
32674,1392
32675,2456
32676,2280
32677,974
32678,2867
32679,1118
32680,1159
32681,1006
32682,373
32683,3222
32684,2780
32685,4292
32686,887
32687,1150
32688,1587
32689,1752
32690,3555
32691,2843
32692,4791
32693,963
32694,1704
32695,2938
32696,175
32697,2674
32698,2000
32699,2993
32700,1588
32701,5283
32702,1278
32703,5565
32704,3458
32705,2635
32706,2003
32707,237
32708,2884
32709,2167
32710,2919
32711,2395
32712,3308
32713,2875
32714,3369
32715,1844
32716,175
32717,6887
32718,1256
32719,3222
32720,2916
32721,2256
32722,3133
32723,2781
32724,1543
32725,1073
32726,2639
32727,2758
32728,232
32729,2340
32730,2184
32731,2739
32732,3869
32733,1051
32734,2684
32735,3066
32736,3884
32737,1751
32738,2468
32739,872
32740,1342
32741,1159
32742,2324
32743,2655
32744,3311
32745,1024
32746,1278
32747,3653
32748,3840
32749,3902
32750,975
32751,2077
32752,1621
32753,1084
32754,83
32755,2175
32756,2937
32757,1334
32758,835
32759,663
32760,1647
32761,4255
32762,1102
32763,1698
32764,3116
32765,1417
32766,1344
32767,1794
32768,1260
32769,624
32770,978
32771,2521
32772,1696
32773,3041
32774,782
32775,1174
32776,1654
32777,805
32778,763
32779,2872
32780,531
32781,3429
32782,3028
32783,2451
32784,863
32785,2777
32786,653
32787,1588
32788,785
32789,2105
32790,4269
32791,1606
32792,3627
32793,3322
32794,3869
32795,5390
32796,4169
32797,4971
32798,4599
32799,3194
32800,950
32801,1563
32802,1803
32803,2748
32804,1895
32805,1003
32806,857
32807,830
32808,1019
32809,1639
32810,691
32811,2167
32812,2936
32813,653
32814,1148
32815,512
32816,2965
32817,3840
32818,1873
32819,461
32820,586
32821,525
32822,2907
32823,3095
32824,4255
32825,2926
32826,4818
32827,1844
32828,5565
32829,4345
32830,1726
32831,1621
32832,1117
32833,1896
32834,599
32835,4042
32836,3235
32837,2687
32838,1358
32839,975
32840,3546
32841,4400
32842,2491
32843,6026
32844,2491
32845,4791
32846,4324
32847,3180
32848,6444
32849,4356
32850,1375
32851,4421
32852,3970
32853,790
32854,2547
32855,1639
32856,3071
32857,1087
32858,4642
32859,4496
32860,2596
32861,735
32862,1777
32863,1118
32864,6176
32865,1738
32866,2588
32867,548
32868,915
32869,2220
32870,863
32871,2003
32872,703
32873,873
32874,3485
32875,2560
32876,947
32877,3843
32878,1749
32879,2076
32880,5644
32881,3961
32882,3686
32883,674
32884,3548
32885,2078
32886,2433
32887,2200
32888,1796
32889,2216
32890,5194
32891,950
32892,1148
32893,2986
32894,1018
32895,2777
32896,1726
32897,2758
32898,2322
32899,3723
32900,1314
32901,2280
32902,3116
32903,1752
32904,1342
32905,4128
32906,1644
32907,3153
32908,950
32909,1157
32910,2077
32911,785
32912,2682
32913,1087
32914,2844
32915,2820
32916,775
32917,1406
32918,1632
32919,2003
32920,2505
32921,805
32922,2886
32923,3569
32924,2672
32925,175
32926,3548
32927,2672
32928,947
32929,1395
32930,2681
32931,3028
32932,3023
32933,1960
32934,982
32935,2167
32936,1379
32937,782
32938,1661
32939,1245
32940,3636
32941,2581
32942,1253
32943,3473
32944,2261
32945,2681
32946,1640
32947,2199
32948,3398
32949,1565
32950,2584
32951,3915
32952,548
32953,570
32954,1796
32955,1286
32956,4941
32957,3951
32958,2837
32959,1099
32960,3653
32961,4629
32962,1698
32963,2986
32964,2739
32965,3383
32966,934
32967,2003
32968,2405
32969,909
32970,2001
32971,4629
32972,622
32973,2857
32974,1256
32975,2753
32976,1395
32977,1580
32978,2045
32979,2579
32980,1220
32981,4014
32982,1796
32983,525
32984,4947
32985,978
32986,3023
32987,2808
32988,3846
32989,2042
32990,1222
32991,763
32992,2584
32993,2971
32994,6887
32995,2359
32996,3043
32997,4623
32998,1270
32999,3071
33000,2674
33001,3876
33002,2141
33003,4367
33004,1925
33005,970
33006,1721
33007,2045
33008,7255
33009,175
33010,2366
33011,1588
33012,9628
33013,3494
33014,400
33015,785
33016,2648
33017,1738
33018,2388
33019,1222
33020,1174
33021,641
33022,2076
33023,2945
33024,2521
33025,4014
33026,2761
33027,2141
33028,4298
33029,2000
33030,1258
33031,3592
33032,5390
33033,3157
33034,3651
33035,3328
33036,2105
33037,1390
33038,624
33039,3107
33040,4481
33041,2127
33042,2032
33043,3066
33044,1251
33045,3144
33046,1661
33047,2648
33048,3589
33049,1808
33050,3544
33051,2411
33052,2154
33053,887
33054,1661
33055,2403
33056,3475
33057,3915
33058,422
33059,3452
33060,4666
33061,2681
33062,759
33063,2748
33064,4034
33065,3748
33066,3081
33067,2069
33068,2000
33069,624
33070,2884
33071,4974
33072,2727
33073,915
33074,1087
33075,404
33076,422
33077,3089
33078,1283
33079,1639
33080,4704
33081,3123
33082,2403
33083,3592
33084,2280
33085,1672
33086,3116
33087,2972
33088,4962
33089,313
33090,1721
33091,1578
33092,4742
33093,9628
33094,3578
33095,2467
33096,1672
33097,2584
33098,1844
33099,2127
33100,1553
33101,3546
33102,2528
33103,624
33104,1932
33105,852
33106,4673
33107,5451
33108,2753
33109,4356
33110,7248
33111,4808
33112,2782
33113,2681
33114,2239
33115,2018
33116,1379
33117,3116
33118,944
33119,2815
33120,4742
33121,653
33122,1796
33123,1255
33124,3644
33125,2919
33126,992
33127,1159
33128,2132
33129,151
33130,887
33131,3685
33132,3426
33133,2411
33134,3236
33135,1796
33136,1361
33137,708
33138,5956
33139,1639
33140,2916
33141,2439
33142,1960
33143,1672
33144,2753
33145,1390
33146,1245
33147,1593
33148,947
33149,1647
33150,1702
33151,586
33152,1728
33153,6924
33154,1078
33155,1796
33156,3247
33157,2446
33158,556
33159,3600
33160,997
33161,5387
33162,759
33163,708
33164,2672
33165,3589
33166,2259
33167,3180
33168,5606
33169,1459
33170,2374
33171,1794
33172,4043
33173,3391
33174,4735
33175,668
33176,2340
33177,2748
33178,2908
33179,1388
33180,1615
33181,1340
33182,2687
33183,1221
33184,884
33185,3369
33186,1672
33187,1702
33188,1211
33189,2433
33190,3148
33191,989
33192,4774
33193,2926
33194,3116
33195,3600
33196,1720
33197,2993
33198,1408
33199,2583
33200,835
33201,1749
33202,2439
33203,4971
33204,1611
33205,709
33206,4818
33207,726
33208,3129
33209,4066
33210,5202
33211,1355
33212,4392
33213,4342
33214,531
33215,3477
33216,2681
33217,1621
33218,2105
33219,2418
33220,596
33221,933
33222,1101
33223,1208
33224,2411
33225,691
33226,2674
33227,4920
33228,1794
33229,1033
33230,3961
33231,1170
33232,3133
33233,1720
33234,873
33235,1220
33236,2254
33237,4971
33238,1578
33239,869
33240,1150
33241,3682
33242,730
33243,2557
33244,2815
33245,2584
33246,2844
33247,1117
33248,4392
33249,2848
33250,3843
33251,2482
33252,3226
33253,5141
33254,2505
33255,3192
33256,3016
33257,653
33258,2045
33259,2077
33260,852
33261,1720
33262,4636
33263,3099
33264,2154
33265,3782
33266,2521
33267,175
33268,4818
33269,2374
33270,663
33271,4848
33272,4599
33273,708
33274,3696
33275,3322
33276,4720
33277,2648
33278,1621
33279,1392
33280,674
33281,6444
33282,2403
33283,3256
33284,5918
33285,5571
33286,4128
33287,2406
33288,1844
33289,4974
33290,3636
33291,3028
33292,5547
33293,1446
33294,869
33295,2753
33296,1456
33297,3682
33298,2739
33299,1893
33300,5314
33301,863
33302,2687
33303,2003
33304,6263
33305,5085
33306,2753
33307,2940
33308,1094
33309,622
33310,3444
33311,4091
33312,1286
33313,4016
33314,1324
33315,2843
33316,1051
33317,2463
33318,2528
33319,970
33320,1174
33321,2012
33322,175
33323,1347
33324,2018
33325,5188
33326,1746
33327,4516
33328,785
33329,2332
33330,2003
33331,1388
33332,1358
33333,2220
33334,2870
33335,1369
33336,1938
33337,3637
33338,970
33339,6444
33340,1615
33341,926
33342,2742
33343,3876
33344,4369
33345,1075
33346,3041
33347,3686
33348,9081
33349,1211
33350,531
33351,2684
33352,4735
33353,2334
33354,4421
33355,548
33356,1720
33357,775
33358,1427
33359,2528
33360,2042
33361,1704
33362,812
33363,1200
33364,3550
33365,4875
33366,3627
33367,2478
33368,2190
33369,784
33370,2554
33371,786
33372,3301
33373,517
33374,1640
33375,2938
33376,201
33377,3640
33378,5956
33379,2359
33380,1943
33381,919
33382,814
33383,5529
33384,2042
33385,2023
33386,2015
33387,735
33388,509
33389,2799
33390,1893
33391,2482
33392,1159
33393,1459
33394,2799
33395,1770
33396,1456
33397,3116
33398,4345
33399,2648
33400,388
33401,4269
33402,4345
33403,3235
33404,2162
33405,2516
33406,1542
33407,3869
33408,3659
33409,7248
33410,2682
33411,5390
33412,3369
33413,1491
33414,587
33415,2926
33416,857
33417,1042
33418,2446
33419,1444
33420,5390
33421,995
33422,7219
33423,653
33424,2244
33425,2006
33426,2844
33427,2018
33428,1075
33429,3970
33430,1942
33431,1258
33432,915
33433,1823
33434,1799
33435,968
33436,3018
33437,388
33438,3222
33439,2681
33440,2815
33441,2609
33442,1720
33443,579
33444,3328
33445,1208
33446,1058
33447,3250
33448,996
33449,4095
33450,2835
33451,2179
33452,3846
33453,4283
33454,2715
33455,4818
33456,1702
33457,3458
33458,3107
33459,3452
33460,2179
33461,1580
33462,6444
33463,691
33464,4095
33465,5482
33466,1661
33467,2003
33468,1593
33469,2069
33470,1223
33471,974
33472,3018
33473,726
33474,2076
33475,823
33476,1738
33477,709
33478,2351
33479,863
33480,5390
33481,5545
33482,936
33483,3431
33484,1882
33485,2256
33486,5298
33487,1775
33488,2762
33489,683
33490,4430
33491,634
33492,525
33493,2003
33494,2990
33495,5644
33496,2938
33497,1328
33498,3431
33499,978
33500,2748
33501,541
33502,1702
33503,703
33504,622
33505,4087
33506,5085
33507,3869
33508,3444
33509,3130
33510,3236
33511,2422
33512,3318
33513,968
33514,2141
33515,5545
33516,1808
33517,1174
33518,4019
33519,3562
33520,884
33521,9081
33522,2596
33523,3723
33524,3846
33525,3676
33526,1775
33527,586
33528,3018
33529,843
33530,1075
33531,6599
33532,1042
33533,6058
33534,930
33535,730
33536,1456
33537,4850
33538,1682
33539,3651
33540,1456
33541,2937
33542,1117
33543,947
33544,4774
33545,347
33546,1286
33547,760
33548,5188
33549,1248
33550,4008
33551,1457
33552,3578
33553,1363
33554,915
33555,3116
33556,4087
33557,936
33558,3318
33559,3247
33560,3192
33561,1553
33562,3550
33563,3550
33564,691
33565,1395
33566,763
33567,4659
33568,2512
33569,2562
33570,1415
33571,1454
33572,1508
33573,3369
33574,2483
33575,2516
33576,586
33577,719
33578,2965
33579,4481
33580,2690
33581,1273
33582,2584
33583,151
33584,5085
33585,2346
33586,2965
33587,4169
33588,3256
33589,1254
33590,1794
33591,3171
33592,2872
33593,1227
33594,3112
33595,2403
33596,2563
33597,1456
33598,2986
33599,968
33600,1358
33601,683
33602,1379
33603,2682
33604,4016
33605,2926
33606,400
33607,2639
33608,2403
33609,581
33610,3723
33611,5098
33612,3926
33613,3671
33614,6887
33615,151
33616,2608
33617,3077
33618,6924
33619,1286
33620,3236
33621,982
33622,2726
33623,1406
33624,3512
33625,1248
33626,3340
33627,3869
33628,3190
33629,4055
33630,2739
33631,4947
33632,2339
33633,3087
33634,2867
33635,1256
33636,1580
33637,3600
33638,3018
33639,785
33640,4016
33641,1117
33642,1174
33643,1174
33644,3066
33645,4016
33646,5141
33647,975
33648,2239
33649,2681
33650,3328
33651,354
33652,2395
33653,2781
33654,1459
33655,3951
33656,2019
33657,2001
33658,2777
33659,2982
33660,3166
33661,3824
33662,3842
33663,885
33664,2505
33665,997
33666,2742
33667,1758
33668,3550
33669,703
33670,5972
33671,2916
33672,2388
33673,517
33674,1823
33675,2753
33676,4601
33677,1408
33678,1200
33679,2359
33680,2916
33681,968
33682,2547
33683,2761
33684,3426
33685,3157
33686,760
33687,1256
33688,884
33689,873
33690,1491
33691,5972
33692,1920
33693,1246
33694,786
33695,4292
33696,1006
33697,3931
33698,4941
33699,1799
33700,2482
33701,531
33702,4356
33703,1375
33704,1758
33705,237
33706,2872
33707,1796
33708,3475
33709,725
33710,1728
33711,3016
33712,2557
33713,1211
33714,911
33715,782
33716,2820
33717,2140
33718,936
33719,3022
33720,3308
33721,587
33722,8516
33723,3604
33724,782
33725,2753
33726,2175
33727,1306
33728,3226
33729,995
33730,4228
33731,1720
33732,683
33733,1456
33734,3190
33735,1563
33736,2843
33737,525
33738,2681
33739,2108
33740,3193
33741,2175
33742,2993
33743,852
33744,388
33745,4091
33746,2742
33747,1500
33748,2681
33749,5141
33750,4920
33751,3807
33752,717
33753,2528
33754,2403
33755,627
33756,2184
33757,1823
33758,4421
33759,2761
33760,3723
33761,3592
33762,760
33763,2254
33764,2078
33765,2405
33766,586
33767,3089
33768,3241
33769,1794
33770,1696
33771,2302
33772,3827
33773,3164
33774,1379
33775,857
33776,1578
33777,1588
33778,2815
33779,4369
33780,3523
33781,2919
33782,157
33783,4599
33784,2609
33785,2340
33786,201
33787,2609
33788,1283
33789,3653
33790,6058
33791,785
33792,3548
33793,915
33794,3931
33795,1726
33796,1019
33797,2809
33798,1796
33799,785
33800,1500
33801,2358
33802,1550
33803,634
33804,1553
33805,1042
33806,5098
33807,4128
33808,3676
33809,786
33810,3605
33811,2359
33812,3168
33813,2919
33814,2403
33815,1514
33816,843
33817,3200
33818,3123
33819,1640
33820,3107
33821,3627
33822,3118
33823,4774
33824,3018
33825,3308
33826,1580
33827,2837
33828,5202
33829,1223
33830,1593
33831,5672
33832,1289
33833,2609
33834,2368
33835,3023
33836,726
33837,1200
33838,1270
33839,3200
33840,2405
33841,3196
33842,1254
33843,963
33844,760
33845,4941
33846,726
33847,3066
33848,3550
33849,435
33850,4128
33851,4774
33852,2439
33853,3428
33854,2588
33855,2127
33856,2938
33857,2127
33858,2817
33859,2359
33860,1593
33861,2390
33862,3164
33863,3656
33864,1918
33865,2254
33866,4019
33867,1714
33868,4774
33869,2154
33870,823
33871,2849
33872,3077
33873,934
33874,1289
33875,3116
33876,3659
33877,1943
33878,3636
33879,2366
33880,4091
33881,1024
33882,3625
33883,1223
33884,3222
33885,3444
33886,915
33887,4599
33888,2368
33889,1553
33890,509
33891,2780
33892,2340
33893,2474
33894,1937
33895,2374
33896,1721
33897,3180
33898,2537
33899,2849
33900,5299
33901,3196
33902,4673
33903,508
33904,2333
33905,1000
33906,3095
33907,835
33908,3653
33909,1019
33910,2965
33911,1087
33912,432
33913,4066
33914,548
33915,2368
33916,1051
33917,2938
33918,449
33919,1844
33920,3915
33921,2624
33922,759
33923,978
33924,4822
33925,3600
33926,3247
33927,4076
33928,3058
33929,936
33930,785
33931,911
33932,1775
33933,1334
33934,968
33935,4345
33936,2175
33937,5022
33938,652
33939,3723
33940,1306
33941,1456
33942,1738
33943,1087
33944,5387
33945,1606
33946,1293
33947,2945
33948,1312
33949,2003
33950,175
33951,1334
33952,4169
33953,2333
33954,884
33955,835
33956,5972
33957,2761
33958,2003
33959,2758
33960,3098
33961,2358
33962,887
33963,354
33964,3748
33965,2562
33966,3398
33967,4043
